Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 274: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 275: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 275: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 275: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 276: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 276: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 276: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 277: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 277: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 277: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 278: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 278: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 278: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 279: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 279: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 279: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 280: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 280: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 280: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 281: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 281: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 281: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 282: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 282: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 282: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 283: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 283: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 283: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 284: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 284: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 284: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 285: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 285: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 285: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 286: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 286: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 286: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 287: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 287: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 287: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 288: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 288: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 288: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 289: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 289: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 289: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 290: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 290: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 290: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 291: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 291: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 291: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 292: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 292: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 292: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 293: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 293: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 293: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 294: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 294: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 294: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 295: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 295: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 295: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 296: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 296: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 296: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 297: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 297: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 297: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 298: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 298: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 298: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 299: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 299: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 299: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 300: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 300: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 300: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 300: ('light', 'carries', 'little weight') → ACCEPTED (A↔B) [ambiguous]
Frame 301: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 301: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 301: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 302: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 302: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 302: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 303: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 303: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 303: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 304: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 304: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 304: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 305: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 305: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 305: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 306: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 306: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 306: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 307: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 307: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 307: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 308: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 308: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 308: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 309: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 309: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 309: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 310: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 310: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 310: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 311: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 311: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 311: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 312: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 312: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 312: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 313: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 313: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 313: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 314: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 314: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 314: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 315: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 315: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 315: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 316: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 316: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 316: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 317: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 317: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 317: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 318: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 318: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 318: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 319: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 319: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 319: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 320: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 320: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 320: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 321: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 321: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 321: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 322: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 322: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 322: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 323: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 323: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 323: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 324: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 324: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 324: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 325: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 325: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 325: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 326: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 326: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 326: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 327: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 327: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 327: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 328: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 328: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 328: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 329: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 329: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 329: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 330: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 330: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 330: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 331: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 331: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 331: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 332: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 332: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 332: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 333: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 333: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 333: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 334: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 334: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 334: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 335: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 335: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 335: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 336: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 336: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 336: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 337: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 337: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 337: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 338: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 338: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 338: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 339: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 339: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 339: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 340: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 340: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 340: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 341: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 341: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 341: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 342: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 342: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 342: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 343: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 343: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 343: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 344: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 344: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 344: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 345: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 345: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 345: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 346: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 346: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 346: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 347: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 347: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 347: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 348: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 348: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 348: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 349: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 349: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 349: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 350: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 350: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 350: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 351: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 351: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 351: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 352: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 352: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 352: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 353: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 353: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 353: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 354: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 354: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 354: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 355: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 355: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 355: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 356: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 356: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 356: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 357: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 357: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 357: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 358: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 358: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 358: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 359: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 359: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 359: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 360: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 360: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 360: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 361: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 361: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 361: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 362: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 362: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 362: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 363: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 363: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 363: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 364: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 364: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 364: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 365: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 365: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 365: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 366: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 366: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 366: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 367: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 367: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 367: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 368: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 368: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 368: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 369: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 369: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 369: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 370: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 370: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 370: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 371: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 371: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 371: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 372: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 372: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 372: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 373: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 373: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 373: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 374: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 374: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 374: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 375: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 375: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 375: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 376: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 376: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 376: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 377: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 377: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 377: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 378: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 378: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 378: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 379: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 379: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 379: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 380: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 380: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 380: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 381: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 381: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 381: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 382: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 382: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 382: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 383: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 383: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 383: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 384: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 384: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 384: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 385: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 385: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 385: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 386: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 386: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 386: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 387: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 387: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 387: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 388: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 388: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 388: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 389: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 389: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 389: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 390: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 390: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 390: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 391: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 391: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 391: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 392: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 392: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 392: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 393: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 393: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 393: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 394: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 394: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 394: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 395: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 395: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 395: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 396: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 396: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 396: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 397: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 397: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 397: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 398: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 398: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 398: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 399: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 399: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 399: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 400: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 400: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 400: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 400: ('light', 'shines', 'sun') → REJECTED (A↔B)
Frame 401: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 401: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 401: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 402: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 402: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 402: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 403: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 403: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 403: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 404: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 404: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 404: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 405: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 405: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 405: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 406: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 406: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 406: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 407: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 407: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 407: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 408: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 408: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 408: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 409: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 409: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 409: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 410: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 410: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 410: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 411: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 411: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
