Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 405: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 406: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 406: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 406: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 407: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 407: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 407: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 408: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 408: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 408: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 409: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 409: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 409: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 410: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 410: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 410: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 411: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 411: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 411: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 412: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 412: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 412: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 413: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 413: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 413: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 414: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 414: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 414: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 415: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 415: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 415: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 416: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 416: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 416: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 417: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 417: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 417: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 418: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 418: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 418: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 419: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 419: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 419: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 420: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 420: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 420: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 421: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 421: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 421: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 422: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 422: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 422: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 423: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 423: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 423: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 424: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 424: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 424: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 425: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 425: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 425: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 426: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 426: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 426: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 427: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 427: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 427: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 428: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 428: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 428: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 429: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 429: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 429: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 430: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 430: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 430: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 431: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 431: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 431: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 432: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 432: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 432: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 433: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 433: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 433: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 434: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 434: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 434: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 435: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 435: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 435: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 436: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 436: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 436: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 437: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 437: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 437: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 438: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 438: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 438: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 439: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 439: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 439: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 440: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 440: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 440: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 441: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 441: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 441: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 442: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 442: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 442: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 443: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 443: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 443: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 444: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 444: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 444: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 445: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 445: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 445: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 446: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 446: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 446: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 447: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 447: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 447: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 448: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 448: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 448: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 449: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 449: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 449: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 450: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 450: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 450: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 451: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 451: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 451: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 452: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 452: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 452: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 453: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 453: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 453: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 454: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 454: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 454: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 455: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 455: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 455: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 456: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 456: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 456: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 457: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 457: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 457: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 458: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 458: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 458: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 459: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 459: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 459: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 460: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 460: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 460: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 461: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 461: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 461: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 462: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 462: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 462: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 463: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 463: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 463: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 464: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 464: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 464: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 465: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 465: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 465: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 466: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 466: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 466: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 467: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 467: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 467: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 468: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 468: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 468: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 469: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 469: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 469: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 470: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 470: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 470: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 471: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 471: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 471: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 472: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 472: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 472: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 473: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 473: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 473: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 474: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 474: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 474: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 475: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 475: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 475: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 476: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 476: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 476: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 477: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 477: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 477: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 478: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 478: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 478: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 479: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 479: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 479: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 480: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 480: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 480: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 481: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 481: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 481: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 482: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 482: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 482: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 483: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 483: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 483: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 484: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 484: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 484: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 485: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 485: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 485: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 486: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 486: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 486: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 487: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 487: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 487: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 488: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 488: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 488: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 489: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 489: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 489: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 490: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 490: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 490: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 491: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 491: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 491: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 492: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 492: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 492: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 493: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 493: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 493: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 494: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 494: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 494: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 495: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 495: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 495: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 496: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 496: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 496: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 497: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 497: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 497: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 498: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 498: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 498: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 499: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 499: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 499: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 500: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 500: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 500: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 500: ('bank', 'stores', 'money') → ACCEPTED (A↔B) [ambiguous]
Frame 501: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 501: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 501: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 502: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 502: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 502: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 503: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 503: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 503: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 504: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 504: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 504: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 505: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 505: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 505: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 506: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 506: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 506: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 507: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 507: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 507: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 508: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 508: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 508: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 509: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 509: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 509: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 510: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 510: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 510: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 511: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 511: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 511: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 512: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 512: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 512: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 513: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 513: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 513: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 514: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 514: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 514: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 515: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 515: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 515: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 516: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 516: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 516: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 517: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 517: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 517: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 518: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 518: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 518: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 519: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 519: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 519: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 520: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 520: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 520: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 521: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 521: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 521: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 522: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 522: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 522: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 523: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 523: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 523: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 524: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 524: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 524: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 525: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 525: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 525: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 526: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 526: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 526: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 527: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 527: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 527: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 528: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 528: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 528: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 529: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 529: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 529: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 530: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 530: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 530: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 531: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 531: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 531: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 532: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 532: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 532: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 533: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 533: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 533: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 534: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 534: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 534: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 535: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 535: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 535: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 536: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 536: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 536: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 537: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 537: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 537: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 538: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 538: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 538: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 539: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 539: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 539: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 540: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
